lncRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
LINC01871,4.906890596,3.807354922,2.584962501,3.321928095,1.584962501,6.491853096,2.807354922,4.392317423,3.169925001,2,7.434628228,3.169925001,6.022367813,5.285402219,4.087462841,4.64385619,2.584962501,1,5.584962501,2.321928095,3.169925001,1.584962501,2.321928095,4.857980995,4.523561956,6.781359714,3.169925001,5.087462841,5.807354922,5.857980995,3,3,4.392317423,5.807354922,4.857980995,2.321928095,5.321928095,5.95419631,4.857980995,3,1,3.321928095,4.584962501,3.906890596,3.807354922,7.022367813,3.584962501,4.857980995,5.285402219,3.700439718,3.459431619,4.906890596,5.930737338,3.700439718,5.781359714,5.321928095,4,3,2.807354922,4.169925001,5.700439718,5.700439718,5.781359714,4.321928095,3.807354922,5.247927513,2,3.807354922,4.392317423,3,4.584962501,4.523561956,3.459431619,5.857980995,4.857980995,4.857980995,3.321928095,5.285402219,5.087462841,5.491853096,1,5.129283017,5.807354922,5.491853096,4.169925001,3.906890596,4,3,3.700439718,5.129283017,4.169925001,3.169925001,4.523561956,4.169925001,5.247927513,3.584962501,3.906890596,3,1.584962501,4.459431619,3,3.700439718,3.807354922,6.044394119,3.169925001,5.209453366,4,4.807354922,3.459431619,3.807354922,1,4.169925001,6.357552005,3.584962501,2,4.584962501,4.392317423,2.807354922,3.169925001,4.169925001,3.584962501,4.64385619,3.807354922,3.906890596,4.700439718,5.832890014,4.807354922,4,5.357552005,3,6.189824559,3.700439718,2,5.807354922,6.554588852,5.392317423,4.754887502,5.426264755,5.672425342,5.64385619,4.523561956,3.169925001,4.087462841,1.584962501,4.64385619,5.491853096,3.906890596,4.392317423,3.700439718,4.584962501,3.906890596,3.459431619,3,3.584962501,5.523561956,3.459431619,2.584962501,4.906890596,6.584962501,1.584962501,6.108524457,5.129283017,3.584962501,3.807354922,5.247927513,4.169925001,2.584962501,3.700439718
AL606489.1,5.044394119,5.754887502,4.321928095,4.169925001,4.857980995,4.700439718,4.459431619,4,5.392317423,3,5.754887502,5.392317423,5.523561956,4.169925001,6.87036472,5.321928095,2,5.584962501,3.584962501,5.491853096,6.189824559,3.807354922,4.857980995,5.044394119,5.584962501,4.392317423,4.392317423,5.426264755,5.857980995,3.459431619,3.906890596,4.584962501,4.807354922,2.807354922,6.044394119,4.523561956,4.857980995,4.392317423,4.247927513,5.64385619,4.700439718,3.700439718,6.044394119,4.523561956,5.882643049,3.700439718,2.584962501,3.169925001,6.169925001,5.754887502,5.672425342,5.087462841,4.247927513,4.700439718,4.584962501,4.807354922,5.930737338,5.554588852,5.584962501,5.392317423,6.022367813,7.781359714,2.807354922,6.442943496,6.266786541,4.807354922,3.459431619,7.276124405,0,6.686500527,5.614709844,5.523561956,1.584962501,6.426264755,6.06608919,4,5.247927513,4.64385619,3.321928095,5.285402219,3.700439718,5.459431619,0,3.459431619,6.087462841,5.321928095,3.584962501,5.129283017,7.483815777,4.700439718,5.247927513,5.129283017,3.169925001,6.832890014,4.754887502,5.554588852,6.285402219,5.459431619,4.523561956,4.857980995,6.569855608,4.247927513,4.754887502,5.459431619,5.930737338,6.357552005,6.266786541,3.584962501,5.672425342,2.584962501,2.321928095,2.321928095,3.321928095,5.392317423,5.807354922,6.672425342,4.584962501,2.807354922,4.392317423,5.044394119,4.700439718,5.087462841,6.087462841,5,5.584962501,5.209453366,3.807354922,6.491853096,3.906890596,4.247927513,4.523561956,3.321928095,4.169925001,6.794415866,5.357552005,1,2.584962501,4.584962501,4.247927513,7,5.584962501,3.321928095,4.64385619,5.523561956,6.022367813,5.491853096,4.807354922,6.50779464,5.209453366,6.475733431,4.807354922,3,5,5.247927513,5.554588852,6.044394119,4.321928095,6.832890014,3.807354922,3.584962501,3.459431619,5.129283017,6.189824559,4.169925001,4.906890596,3,4.392317423,4.906890596
TNFRSF14-AS1,8.675957033,10.06204614,9.266786541,8.581200582,8.820178962,7.876516947,8.321928095,8.62935662,9.73809226,4.392317423,10.35974956,8.754887502,9.59058705,6.339850003,9.932214752,10.36850646,6.169925001,9.562242424,8.076815597,8.647458426,7.539158811,7.965784285,8.906890596,7.839203788,9.552669098,9.285402219,8.632995197,8.326429487,9.142107057,8.409390936,10.09803208,9.642051693,9.731319031,8.930737338,8.744833837,6.459431619,7.651051691,8.686500527,8.262094845,9.920352855,6,7.851749041,9.303780748,9.438791853,9.194756854,7.651051691,7,9.675957033,8.388017285,6.894817763,8.539158811,7.209453366,6.569855608,9.74819285,10.48884435,10.48280796,7.942514505,9.792790294,8.577428828,10.06474276,9.581200582,10.43045255,8.682994584,8.596189756,10.26795708,8.566054038,8.573647187,9.350939182,7.209453366,10.16239133,8.714245518,9.968666793,6.942514505,8.169925001,10.09011242,9.754887502,5.930737338,8.915879379,8.169925001,8.924812504,3.459431619,9.881113961,5.781359714,9.948367232,10.01402047,9.394462695,5.64385619,7.321928095,9.766528909,7.87036472,8.209453366,9.226412193,8.991521846,7.971543554,8.550746785,7.159871337,8.451211112,7.554588852,5.977279923,8.174925683,8.14974712,6.700439718,8.82336724,9.357552005,10.85953479,8.948367232,8.686500527,8.082149041,8.592457037,7.994353437,7.936637939,9.174925683,7.562242424,5.754887502,8.689997971,8.991521846,9.645658432,6.741466986,10.62935662,10.08347933,8.199672345,9.381542951,10.14593215,8.174925683,9.383704292,8.375039431,9.943979914,10.48280796,7.442943496,9.905387005,8.049848549,6.781359714,11.18487534,7.918863237,9.09011242,6.918863237,9.184875343,8.400879436,8.049848549,10.45532722,8.948367232,7.607330314,8.060695932,8.562242424,8.499845887,7.882643049,9.746514321,10.22037833,8.011227255,10.53818893,7.651051691,9.025139562,9.346513733,6.523561956,7.139551352,8.915879379,7.257387843,10.63208641,7.727920455,6.375039431,9.375039431,10.52943055,9.257387843,9.493855449,8.845490051,6.554588852,9.008428622,9.14974712
LINC01649,2.321928095,1.584962501,1,1,1.584962501,2,2.321928095,2.321928095,2.321928095,2,1.584962501,2.584962501,3.700439718,2.807354922,2.584962501,3.906890596,3,2.807354922,1,3.906890596,3.906890596,1.584962501,0,2,2.321928095,1,0,2,0,1.584962501,1,2,0,2.321928095,3.906890596,2,2.321928095,1,2.321928095,1,2.321928095,0,2.321928095,1,4.459431619,2,1,0,3.321928095,2,1,0,1,1,2,2.807354922,1,3.584962501,1,3,0,5.459431619,2,4,3.459431619,1,5.087462841,2.584962501,1,1.584962501,1,2.321928095,1,2.321928095,3.807354922,0,2,1,0,2,0,0,1,0,4.169925001,2,2.321928095,2.321928095,3.807354922,2,2,1,1,0,2,1.584962501,1,0,1,2,2.321928095,2,4,2.321928095,0,3,2.584962501,1,2,3.169925001,2,7.74819285,0,3,2.321928095,2.321928095,1,0,3.807354922,2.807354922,2,2.321928095,0,2.807354922,2.584962501,2,3.321928095,1.584962501,2,2,1,0,4.169925001,1,2,2.321928095,1,2,1.584962501,1.584962501,0,2,0,1,2.584962501,2.321928095,0,3.700439718,0,0,0,1,2.584962501,1,3.584962501,3.169925001,1.584962501,1,2.807354922,0,0,2,3.321928095,0,1.584962501,1,0,1
LINC02593,6.475733431,6.475733431,6.539158811,7.209453366,6.426264755,8.479780264,7.994353437,7.665335917,5.930737338,11.42048661,8.495855027,5.614709844,8.558420713,7.366322214,6.266786541,6.686500527,3.584962501,6.965784285,7.076815597,6.727920455,6.339850003,6.06608919,5.491853096,6.491853096,7.238404739,6.820178962,8.317412614,8.353146825,6.977279923,7.499845887,5.906890596,7.700439718,6,9.691743519,6.894817763,6.129283017,7.569855608,8.519636253,9.027905997,6.845490051,6.988684687,5.426264755,6.426264755,8.06608919,6.781359714,8.164906927,5.807354922,6.64385619,7.977279923,6.658211483,7.499845887,7.303780748,7.22881869,7.321928095,6.285402219,7.294620749,8.071462363,6.686500527,4.807354922,8.184875343,7,5.700439718,8.885696373,8.271463028,7.087462841,7.169925001,6.965784285,5.247927513,5.491853096,5.523561956,7.491853096,7.159871337,5.357552005,7.044394119,8.033423002,7.614709844,5.727920455,7.614709844,7.6794801,8.573647187,6.794415866,7.906890596,8.14974712,5.754887502,7.169925001,7.383704292,5.169925001,7.614709844,5.977279923,8.434628228,7.238404739,7,7.366322214,8.447083226,8.252665432,7.523561956,6.918863237,8.379378367,7.375039431,7.451211112,7.139551352,4.807354922,5.64385619,8.379378367,4.95419631,7.787902559,6.14974712,7.768184325,7.614709844,8.17990909,5.781359714,13.10377955,9.978710459,3.169925001,2.807354922,5.64385619,5.209453366,4.754887502,7.499845887,6.554588852,5.727920455,7.912889336,5.727920455,6.426264755,6.807354922,8.535275377,7.700439718,7.383704292,7.129283017,6.189824559,8.330916878,7.73470962,8.044394119,6.523561956,8.971543554,7.73470962,5.554588852,7.118941073,8.77478706,7.924812504,7.400879436,8.17990909,7.554588852,8.768184325,6.339850003,7.339850003,5.832890014,7.577428828,4.906890596,6.285402219,5.285402219,5.169925001,6.375039431,5.882643049,7.882643049,5.906890596,5.832890014,8.405141463,8.751544059,6.357552005,7.118941073,7.238404739,7.948367232,7.483815777,7.693486957,6.475733431,6.832890014,7.622051819
KIF26B-AS1,2.321928095,1.584962501,2,3,1,5.044394119,3.321928095,3.169925001,1,0,4.247927513,1.584962501,4,3.169925001,3.584962501,3.459431619,2,3.169925001,2.321928095,2.321928095,2.321928095,1,0,1.584962501,1.584962501,0,3.807354922,3.169925001,1.584962501,1,1,4.321928095,1.584962501,4.169925001,4.700439718,1,3.459431619,1.584962501,2.584962501,1.584962501,1.584962501,2,2,1,2,5.044394119,1,0,3,0,2.584962501,3,2,2.321928095,3.169925001,1,2,2,0,2.321928095,1.584962501,4.169925001,2.321928095,3,2.584962501,2,2.321928095,2.807354922,2.321928095,0,3.321928095,2.321928095,0,3.700439718,1,1.584962501,2.584962501,3.906890596,2.321928095,2,4.321928095,3.321928095,0,0,2,3,2.321928095,1.584962501,2.584962501,3.700439718,1.584962501,1.584962501,3.169925001,2.584962501,3.169925001,2,3.169925001,2,3.169925001,3.459431619,3.807354922,5.129283017,0,2.807354922,3.169925001,4,3.906890596,1.584962501,3.459431619,4.459431619,1,1.584962501,3,0,0,0,2,0,3.459431619,0,2,4.754887502,1.584962501,3.459431619,2,2.584962501,2,2.807354922,4.857980995,2.807354922,3.321928095,3,2.321928095,3,1,2.321928095,0,3.584962501,2.321928095,1,3.807354922,3.459431619,3.584962501,1,2,3,0,2.807354922,1.584962501,3.169925001,0,1,2,2.321928095,1,0,3.700439718,4.584962501,4.321928095,2,2.584962501,4.754887502,3.807354922,2.584962501,3,3.459431619,1,2
BX284613.2,3.459431619,3.700439718,3.584962501,4.95419631,2.584962501,5,5.169925001,3.321928095,3,0,4.523561956,3.459431619,4.584962501,5.169925001,3.169925001,4,1,4.321928095,3.700439718,1.584962501,4.321928095,2,5.64385619,6.303780748,4.169925001,3,3.584962501,3.584962501,0,3,4.169925001,3.700439718,5.169925001,2.807354922,3.321928095,3.169925001,4.700439718,6.169925001,3.807354922,3.169925001,4.807354922,2.584962501,5.392317423,2.584962501,4.247927513,4.64385619,1.584962501,4,4.523561956,4.523561956,3.459431619,3.700439718,3.459431619,3.321928095,3.321928095,4.754887502,4.321928095,4,1,4.087462841,4.087462841,3.807354922,2.807354922,5.672425342,3.321928095,4.087462841,1,3.169925001,1.584962501,3.321928095,4.523561956,4.321928095,1.584962501,4.169925001,5.554588852,3.906890596,6,2.807354922,5.129283017,4.169925001,0,4.392317423,7.209453366,3.459431619,2,3,1.584962501,4.169925001,2,5.044394119,3.169925001,2.807354922,3.169925001,3,4.392317423,3.906890596,2.321928095,2.321928095,2,4.906890596,3.700439718,3.459431619,5.426264755,5.906890596,4,3.321928095,1.584962501,4.584962501,4.087462841,2,3.807354922,1,5.321928095,2,2.584962501,2,4,0,2.321928095,3.169925001,2,3.169925001,3.584962501,2.807354922,3.321928095,5.832890014,3.584962501,3,3.321928095,2,4.95419631,3.169925001,3.584962501,5.129283017,3.906890596,3.906890596,3.906890596,3.700439718,2.584962501,5.087462841,2.807354922,5.321928095,4,5.64385619,1,4.087462841,3,3.807354922,3,2.321928095,1.584962501,2.321928095,2,3,4.584962501,3.321928095,2.807354922,4.700439718,2.584962501,1.584962501,4.392317423,3,4.459431619,3.169925001,4.087462841,4,3.906890596,3.459431619
BX293535.1,3.459431619,1.584962501,4,4.584962501,3.321928095,5.700439718,2,3.906890596,5.129283017,6.475733431,4.523561956,3.906890596,4,4.247927513,5.129283017,3.321928095,5.857980995,4.700439718,4.321928095,2.321928095,4.523561956,1.584962501,4.523561956,3.807354922,3.807354922,4.64385619,4.807354922,3.700439718,2.584962501,5.169925001,3.807354922,3.700439718,1.584962501,5.930737338,3.169925001,3.321928095,3.700439718,0,5.129283017,3,2.584962501,2.321928095,3.906890596,3.906890596,4.584962501,5.781359714,6.754887502,7.022367813,3.584962501,2.321928095,3.700439718,3,1,3,1,4,1.584962501,3,1.584962501,4.523561956,4,5.523561956,3,4.64385619,3.807354922,4.459431619,3.459431619,3.169925001,1,5.357552005,3.459431619,4.523561956,2.807354922,3.321928095,4.459431619,3.459431619,1.584962501,1.584962501,3.906890596,3.807354922,4.700439718,4,1.584962501,4.857980995,4.754887502,3.169925001,0,4.087462841,2.321928095,3.700439718,3.700439718,2.584962501,3.807354922,3.700439718,4.523561956,4,4,5.129283017,3.169925001,4.247927513,5.044394119,2.321928095,6.22881869,4.459431619,5,5.754887502,4.584962501,1,1.584962501,5.209453366,4,4.906890596,4.169925001,3.459431619,4.169925001,2,2.321928095,7.189824559,5.523561956,2.321928095,1.584962501,5.491853096,6.044394119,4.247927513,4.169925001,3.459431619,4.584962501,4.321928095,3.321928095,3.169925001,3,4.321928095,4.392317423,3.169925001,3.906890596,3.584962501,4.64385619,3,3.584962501,4.584962501,4.807354922,3.906890596,3.700439718,3.459431619,3.807354922,2.807354922,3,3.807354922,2.584962501,4,3.807354922,2.807354922,3.584962501,2.321928095,3.584962501,2.321928095,2.807354922,4.807354922,5.584962501,2,5.781359714,5.247927513,4.857980995,4.087462841,4.459431619,2.584962501,3.459431619,3.700439718
AC135803.1,3.584962501,4.95419631,6.022367813,4.523561956,3.906890596,3.584962501,5.087462841,5.357552005,5.087462841,4.392317423,5.95419631,4.087462841,5.807354922,4.087462841,3.700439718,3.169925001,4.807354922,2.584962501,4.523561956,4.754887502,2.321928095,3.906890596,3.321928095,1.584962501,5.584962501,4.523561956,4.321928095,4.321928095,2.321928095,4.087462841,4.584962501,5.285402219,2,4.700439718,4.754887502,5.129283017,4.459431619,3.906890596,4.64385619,4.807354922,3.584962501,2.807354922,4.321928095,1.584962501,3.169925001,4.523561956,5.781359714,3.169925001,2.321928095,1,3,3.321928095,3.584962501,5.700439718,4.459431619,3.584962501,3,5.169925001,3.169925001,4.247927513,3,3,5.044394119,3,3.700439718,3.906890596,3.169925001,4.584962501,4.392317423,3.169925001,4,4.64385619,2,1.584962501,5.459431619,3.906890596,4.321928095,3.459431619,3.459431619,4.087462841,3.807354922,5.584962501,1,3,3.906890596,6.554588852,3.169925001,4.169925001,4.169925001,5.832890014,5.357552005,2.807354922,3.700439718,4.906890596,5.754887502,4.857980995,2.584962501,3.584962501,4.321928095,3,3.321928095,3.459431619,2.584962501,2,4.459431619,5.129283017,2.807354922,2,3.459431619,4.64385619,3,3.459431619,4.247927513,0,2,0,4.087462841,4,4.392317423,4.247927513,1,4.857980995,4.392317423,5.584962501,4,4.321928095,3.321928095,4.64385619,4.584962501,5.247927513,6.087462841,4.392317423,5.426264755,5.584962501,2,1,4.807354922,1.584962501,3.807354922,5.247927513,4.906890596,3.169925001,5.044394119,4.700439718,0,5.672425342,5.209453366,4.523561956,1.584962501,5.672425342,2.321928095,2.807354922,4.321928095,5.209453366,3.459431619,6.044394119,1,3.700439718,4.459431619,3.169925001,3.584962501,5.832890014,5,3.459431619,4,3.700439718,4.087462841,4.169925001
LINC01354,5.129283017,4.169925001,3,4.169925001,3.459431619,5.857980995,3,2.321928095,3.700439718,3.459431619,5.129283017,3.906890596,6.22881869,4.906890596,2.807354922,3.459431619,1,3.459431619,6.108524457,3.807354922,3.584962501,4,2.807354922,3.906890596,4.64385619,4.321928095,4.906890596,4.321928095,4.807354922,4.321928095,1,5.491853096,1.584962501,5.285402219,3.169925001,1.584962501,6.129283017,3.584962501,6.169925001,3.700439718,4.64385619,6.044394119,4.523561956,5.584962501,3.459431619,4.392317423,3.807354922,4.459431619,5.087462841,2.807354922,2.321928095,4.95419631,5.807354922,4.523561956,2.584962501,3.459431619,4.700439718,3,2.321928095,3.321928095,4,2.807354922,5.459431619,5.781359714,4,4.700439718,3.906890596,3.169925001,4.95419631,4.95419631,4.169925001,4.700439718,2.321928095,4.64385619,5.392317423,4.392317423,4.459431619,4.523561956,4.64385619,5.491853096,1,4.523561956,4.906890596,3.459431619,4.247927513,4.321928095,1.584962501,5.129283017,2.321928095,6.426264755,6.169925001,3.584962501,3.700439718,4.459431619,4.95419631,2.321928095,3.700439718,4,3.700439718,4.459431619,4.459431619,3.459431619,1,5.459431619,2.584962501,4.906890596,2.807354922,3.700439718,6.06608919,4.906890596,3.169925001,2.321928095,5.727920455,0,1,2,3.321928095,2.807354922,1,3.459431619,2.321928095,3.807354922,2.321928095,6.321928095,3.906890596,5.321928095,4.087462841,5.321928095,5.832890014,3.169925001,6.022367813,3.807354922,3.906890596,4.584962501,4.700439718,4.392317423,3.807354922,4.169925001,4.321928095,4.700439718,4.392317423,5.169925001,4.95419631,5.523561956,4.523561956,3.459431619,3.584962501,4.087462841,2.807354922,2.584962501,5.209453366,2.807354922,1,4.700439718,5.64385619,3.169925001,2.807354922,4.584962501,5.700439718,4.64385619,4.64385619,4.64385619,5.754887502,5.491853096,4.857980995,4.523561956,2.321928095,4.906890596
IBA57-DT,4,4.087462841,4.459431619,3.584962501,4.523561956,3.459431619,2.807354922,3.321928095,4.95419631,4.459431619,3.700439718,5.754887502,3.807354922,2.321928095,5.491853096,4.584962501,1,5.64385619,5,5.392317423,4,1.584962501,4.95419631,5.129283017,3.700439718,3.321928095,3.584962501,5.857980995,1,4.169925001,3.906890596,3.169925001,2.807354922,3.807354922,6.832890014,3.459431619,1.584962501,3.584962501,4,3.700439718,4.459431619,3.459431619,3,2.584962501,3.321928095,3.169925001,4.523561956,7.321928095,1,2,1,3.584962501,1,3.321928095,6.491853096,2.807354922,3,5.554588852,3.459431619,3.459431619,3.807354922,3.459431619,3,5.584962501,4,4.247927513,2,3.807354922,2,5.672425342,4,4,4.700439718,3.700439718,4.392317423,4.247927513,2.807354922,4.700439718,3.584962501,2.807354922,2,4.392317423,2.807354922,4.584962501,3,4.169925001,2.321928095,3.321928095,2.584962501,3.169925001,3.584962501,4.523561956,3.321928095,5.392317423,4.087462841,5,2.584962501,4.754887502,4,2,4.64385619,3.700439718,2.584962501,2.584962501,6.087462841,4.392317423,3.700439718,2.584962501,4.392317423,3.807354922,2.584962501,3.906890596,3,0,2,3.807354922,2.584962501,3.584962501,5.727920455,3.584962501,4.247927513,4.087462841,5.754887502,3.584962501,4.169925001,2.807354922,3.459431619,3,2,3,3,3.321928095,3.459431619,4,3.906890596,3.321928095,3.169925001,0,3.807354922,2.584962501,4.95419631,2.321928095,2.321928095,5,2.321928095,4.64385619,3.169925001,5.392317423,2,3.906890596,4.754887502,2,5.906890596,5.554588852,1.584962501,3.584962501,4.523561956,4.906890596,4.247927513,1,6.459431619,4.459431619,4.64385619,4.523561956,3,1,4.459431619,2.321928095
LINC02580,5.357552005,3.584962501,3.584962501,6.375039431,2.321928095,8.103287808,5.169925001,5.247927513,5.129283017,4.584962501,6.807354922,5.977279923,7.392317423,7.584962501,5.459431619,6,4.169925001,4.392317423,5.906890596,5.857980995,4,2.584962501,5.357552005,3.584962501,6.22881869,5.882643049,6.129283017,6.727920455,5.044394119,5.930737338,4.392317423,6.614709844,3.906890596,6.169925001,5.614709844,3.906890596,6.442943496,5.857980995,5.459431619,6.06608919,5.882643049,5.247927513,5.357552005,5.781359714,7.139551352,7.761551232,5.129283017,5.247927513,7.665335917,3,5.357552005,5.882643049,7.375039431,6.768184325,4.95419631,4.392317423,5.700439718,6.614709844,4.392317423,6.108524457,5.832890014,5.614709844,7.044394119,7.266786541,6.442943496,5.64385619,6.247927513,5.807354922,4.169925001,6.357552005,6.523561956,6.614709844,3.169925001,8.30833903,5.781359714,5.832890014,4.700439718,3.906890596,5.087462841,6.845490051,2,5.930737338,4.700439718,4.906890596,6.727920455,6.614709844,2.807354922,5.209453366,7.77478706,7.169925001,5.285402219,3.700439718,7.022367813,4.459431619,6.539158811,4.169925001,6.22881869,6.832890014,5.781359714,6.189824559,6.247927513,4.523561956,5.459431619,6.686500527,4.95419631,6.285402219,5.977279923,4.169925001,7.108524457,6.781359714,3.807354922,4.087462841,8.060695932,2.807354922,3.169925001,5.087462841,4.700439718,3.807354922,4.807354922,4.247927513,2.807354922,6.857980995,4.95419631,6.426264755,5.857980995,8.665335917,5.64385619,6.247927513,5.64385619,4.087462841,7.971543554,5.727920455,5.700439718,5.754887502,6.965784285,5.247927513,5,6.392317423,6.794415866,7.554588852,6.129283017,7.900866808,6.727920455,6.781359714,5.247927513,5.357552005,5.247927513,6.321928095,3.807354922,4.95419631,5.209453366,5,4.459431619,4.459431619,6.108524457,4.906890596,4.700439718,7.276124405,7.022367813,5.357552005,4.906890596,6.857980995,7.276124405,5.357552005,6.87036472,5.906890596,4.247927513,5.087462841
LINC01776,1.584962501,2.321928095,2.584962501,1.584962501,1,3,0,0,1.584962501,0,1,0,2,0,0,2.584962501,0,0,0,2.321928095,0,0,1,0,0,0,0,0,2.584962501,0,0,0,2,1,1.584962501,0,0,0,0,2.807354922,2.807354922,1,1.584962501,0,0,1,0,1,1.584962501,0,0,1,0,1.584962501,5.523561956,2.321928095,2.584962501,0,2.584962501,1.584962501,1,0,1,2.321928095,1,0,1,0,0,0,1,1,1,0,0,0,4.64385619,0,1,1,0,1.584962501,4.247927513,1,1,0,0,0,0,1.584962501,0,0,0,0,0,5.95419631,0,0,0,3,0,4.906890596,0,0,0,0,1.584962501,0,1,2,0,0,1,0,0,2.584962501,2.807354922,0,0,1,0,1,0,0,1,0,1,0,0,3.321928095,0,1,0,3,0,2.584962501,0,1,0,1,0,0,1.584962501,1.584962501,1,0,2.321928095,1,0,0,4,0,3.584962501,0,0,3.321928095,3.700439718,1.584962501,0,0,2,0,0,1,2.321928095,0,0,4.64385619
