lncRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
AC009236.2,0,0,2,1,0,2.807354922,2,0,1.584962501,8.851749041,2.584962501,3,1.584962501,0,1,1.584962501,1,0,0,5.700439718,1,0,0,1,2.321928095,1.584962501,2.807354922,0,1.584962501,0,1,1,2.321928095,2.321928095,0,0,2.321928095,1.584962501,1,0,3.169925001,1,0,0,1.584962501,1,0,2.807354922,0,1,1,1,1,2,2.321928095,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,2,0,0,2.321928095,1,0,1,0,0,2.321928095,2.321928095,0,1,0,0,1,0,0,0,0,0,0,1,2,2,1,0,2.321928095,1.584962501,1,0,2.321928095,0,2.807354922,1,1,1,2.807354922,0,4.169925001,1,1,0,3.169925001,1.584962501,0,0,1.584962501,0,3.321928095,0,1,0,1.584962501,0,0,1,1,0,2,0,2,1.584962501,0,0,1.584962501,0,2.584962501,3.169925001,1.584962501,0,0,1,1,0,1.584962501,0,0,2.584962501,0,5.491853096,0,0,1,2.321928095,2.321928095,3.700439718,0,0,2,1,0,1,0,0,1.584962501
AC243772.2,3.459431619,4.087462841,2.584962501,2.584962501,2,3,3.584962501,1.584962501,0,3,4.95419631,3.321928095,3,2.321928095,4.807354922,2.321928095,2.321928095,1,3.807354922,4.169925001,1,2.584962501,3.584962501,4.857980995,3.807354922,1.584962501,3,2.584962501,2.584962501,2.321928095,3.169925001,2,1.584962501,3.321928095,4.321928095,4,2.321928095,2.321928095,2.807354922,0,2.584962501,2.807354922,0,2,2.321928095,3.807354922,3.906890596,6.209453366,3.459431619,2.807354922,2,4.523561956,3.584962501,1.584962501,5,3,2,2,1.584962501,1.584962501,0,4.321928095,2.807354922,5.129283017,3.700439718,1.584962501,3.321928095,2.584962501,2.807354922,3.906890596,3.584962501,3.321928095,1.584962501,1,3.807354922,2,3.807354922,2.584962501,1.584962501,2.807354922,0,3.584962501,3.700439718,1.584962501,5.169925001,3.169925001,2.321928095,3,4.087462841,3.906890596,3.459431619,2.807354922,2.321928095,2,2.321928095,4.584962501,3.906890596,4.087462841,3.584962501,3,3.169925001,5.357552005,0,3,1.584962501,3.459431619,1,4.087462841,2.584962501,2.321928095,2.807354922,3.807354922,2.807354922,0,0,6.686500527,3.906890596,3.321928095,1.584962501,3.807354922,1.584962501,4,1,3,3.321928095,2.807354922,2.584962501,3.807354922,3.169925001,3.700439718,2.321928095,2.584962501,4.584962501,1.584962501,2.584962501,1.584962501,1,2,2.321928095,4.857980995,2.584962501,1.584962501,1.584962501,1.584962501,2.321928095,2.807354922,4.584962501,4,0,3.700439718,3.169925001,1.584962501,0,0,3.584962501,2.321928095,3.700439718,2.584962501,2.807354922,2.321928095,2.807354922,3.321928095,3.169925001,2,2.321928095,1,4.459431619,2
AL138900.2,1,1.584962501,1,1,0,2.321928095,0,1,1,0,3.169925001,1,3.321928095,1,1,0,0,0,0,1.584962501,0,0,0,0,0,2.321928095,0,1,2.321928095,2.584962501,0,1,0,0,2,1.584962501,1.584962501,1,2.807354922,0,0,0,2,1,1.584962501,0,5.129283017,1,0,1.584962501,0,2,1,0,0,2.584962501,4.087462841,0,0,0,1,6.918863237,3.459431619,1,1,0,0,2.321928095,1,1,2,0,0,0,1.584962501,1,1.584962501,2.321928095,0,0,0,0,0,3.459431619,1.584962501,1,0,1.584962501,0,2.807354922,2,1,0,0,1,0,3,1,0,0,0,0,4,1,0,0,3.459431619,0,1,1,4,0,2,3.807354922,0,0,0,0,0,0,0,2,1,2.584962501,3.169925001,1,2,0,0,2,1.584962501,1,0,2,3.169925001,0,1,0,2.321928095,1.584962501,1.584962501,3.807354922,0,2,1,1,1,1,0,5.357552005,0,0,1,0,2.321928095,0,0,1,2.807354922,0,1.584962501,0,0,1,1.584962501,0,0,1
AL451042.2,5.554588852,6.459431619,4.807354922,4.807354922,5.882643049,3.700439718,4.754887502,4.584962501,5.285402219,1.584962501,4.247927513,4.392317423,5.977279923,3.321928095,5.247927513,4.321928095,1.584962501,4.584962501,4.523561956,7.022367813,5.754887502,1.584962501,4.087462841,5.700439718,5.357552005,3.169925001,4.247927513,4.247927513,4.95419631,2.807354922,5.044394119,4.523561956,3.459431619,3.459431619,5,4.906890596,4,3.584962501,4.087462841,5.285402219,3.459431619,3.906890596,6.523561956,3.459431619,5.247927513,4.700439718,3,5.977279923,5.357552005,4.247927513,4,3,3.321928095,4.523561956,4.584962501,6.022367813,3.807354922,5.285402219,6.22881869,5.781359714,5.857980995,5.832890014,3,5.459431619,5.426264755,4.754887502,3.321928095,4.247927513,3.906890596,6.442943496,4.807354922,5.459431619,4.700439718,5.977279923,5.857980995,4.169925001,3.584962501,5,3.906890596,4.459431619,0,5.357552005,3.169925001,5.727920455,6.599912842,4.95419631,3.459431619,6.022367813,6.50779464,4.906890596,5.044394119,4.64385619,3.584962501,4.807354922,5.044394119,6.169925001,5.169925001,5.357552005,2.584962501,5.392317423,5.754887502,4.95419631,5,5.169925001,6.754887502,5.129283017,6.285402219,4.321928095,5.129283017,1.584962501,0,1,2.807354922,5.523561956,5,5.044394119,5.087462841,1.584962501,5.64385619,5.64385619,4.807354922,5.882643049,5.129283017,4,4.906890596,4.754887502,5.357552005,5.491853096,4.64385619,3.807354922,4.700439718,3.321928095,5.554588852,6.409390936,3.169925001,3.807354922,4.321928095,4.523561956,3.321928095,6,6.108524457,3.700439718,3,4.247927513,4.321928095,5.491853096,5.321928095,4.807354922,5.129283017,5.882643049,5.169925001,4.700439718,5.321928095,5.247927513,4.392317423,6.894817763,5.832890014,5.523561956,2.584962501,3.807354922,7.700439718,6.523561956,5.832890014,5.832890014,5.209453366,4.459431619,3.169925001,4.754887502
FLVCR1-DT,7.17990909,6.06608919,5.64385619,6.700439718,6.169925001,7.781359714,6.95419631,7.6794801,5.727920455,7.46760555,9.257387843,5.930737338,7.409390936,4.64385619,7.285402219,6.599912842,7.614709844,7.209453366,7.693486957,6.882643049,6.807354922,5.727920455,4.95419631,7.044394119,6.64385619,8.049848549,5.044394119,6.491853096,6.714245518,6.459431619,4.584962501,6.357552005,6.554588852,8.071462363,5,6.044394119,7.392317423,7.348728154,7.845490051,4.169925001,4.321928095,3.584962501,4.321928095,5.930737338,7.392317423,6.988684687,8.741466986,6.209453366,7.882643049,3.321928095,7.392317423,6.894817763,7.098032083,6.62935662,5.882643049,6.442943496,3.807354922,6.781359714,4.754887502,7,4,8.392317423,5.392317423,7.851749041,5.169925001,5.169925001,6.303780748,7.209453366,6.614709844,7.108524457,7.139551352,6.741466986,5.044394119,7.876516947,6.942514505,4.95419631,7.022367813,4.700439718,5.977279923,6.95419631,7.392317423,7.900866808,7.491853096,7.375039431,6.882643049,6.189824559,6.554588852,6.672425342,8.422064766,7.22881869,4.95419631,5.169925001,4.700439718,7.409390936,5.426264755,7.539158811,7.098032083,6.700439718,6.129283017,4.95419631,8.262094845,4.459431619,6.64385619,6.832890014,6.599912842,5.614709844,4.95419631,4.64385619,7.339850003,7,7.098032083,10.12670447,7.022367813,6.569855608,6.686500527,6.614709844,7.139551352,8.044394119,8.144658243,4.64385619,4.523561956,8.459431619,5,6.539158811,6.247927513,5.754887502,7.754887502,4.807354922,6.539158811,1.584962501,5.357552005,5.392317423,6.375039431,4.95419631,7.820178962,7.098032083,4.169925001,6.807354922,5.087462841,7.46760555,6.820178962,6.491853096,7.21916852,8.174925683,6.672425342,8.813781191,3.906890596,6.554588852,6.189824559,8.262094845,7.159871337,6.022367813,6.247927513,7.64385619,7.076815597,8.194756854,6.108524457,7.894817763,7.882643049,5.285402219,6.977279923,7.73470962,7.169925001,6.426264755,7.209453366,6.247927513,5.554588852,6.06608919
AC092617.1,1,2.321928095,3.321928095,3.584962501,1.584962501,1.584962501,1.584962501,3.459431619,3.169925001,0,4.247927513,2.321928095,3,1,5.321928095,3.906890596,0,2.321928095,1,2,3,2.807354922,2.321928095,2.584962501,3,0,2,4.321928095,1,1.584962501,1.584962501,3,0,2,3.906890596,2.584962501,2.584962501,2.321928095,2.807354922,3.807354922,1.584962501,0,1.584962501,2.807354922,2,1.584962501,1.584962501,3.459431619,3.584962501,3.169925001,1,1.584962501,0,3.584962501,5.523561956,2.321928095,3.807354922,3.459431619,1,4.169925001,2.584962501,5.209453366,3.584962501,3.584962501,3.169925001,2,3.584962501,4.523561956,1,3.906890596,2,2.584962501,2.321928095,3.321928095,3.700439718,2.321928095,1,3.169925001,0,3.321928095,0,4.459431619,1.584962501,2.321928095,2.584962501,3.459431619,1,1.584962501,4.392317423,1,3.584962501,3.584962501,3.700439718,1,2.321928095,1.584962501,3.700439718,3,3,2.584962501,2.807354922,0,4.584962501,2.321928095,3.321928095,2.584962501,3.169925001,2.584962501,4.321928095,0,0,0,1.584962501,1,2.807354922,3.169925001,1.584962501,0,4.321928095,3.321928095,2.584962501,3.459431619,3.321928095,2.321928095,4.392317423,1,2.584962501,4.523561956,2.584962501,3.906890596,2.584962501,1,3.169925001,3.807354922,2,1,3.321928095,1,1.584962501,3,3.584962501,1,2.807354922,2,2,1,3,4.321928095,1,3.459431619,4,2.321928095,2,4,2.321928095,3.906890596,0,3.321928095,1.584962501,1,3.321928095,2.321928095,3.169925001,2,1.584962501,1,2.584962501,2.807354922
LINC01121,1,1,2.807354922,2.321928095,1,3.459431619,3.584962501,1.584962501,2.807354922,6.727920455,2.584962501,1.584962501,1.584962501,1.584962501,2,1,1.584962501,2,1,2.807354922,1,1,2.584962501,2,1.584962501,1.584962501,3.169925001,3.807354922,1.584962501,2,1.584962501,2.321928095,1.584962501,5.129283017,2,2.584962501,1,2,3.700439718,2,2,1,1,0,2.321928095,2.807354922,1,4,0,1,2,4.95419631,1.584962501,2,2,2,3.169925001,1,1.584962501,1.584962501,1,0,3.700439718,3.169925001,1,3.169925001,2,0,0,0,1,2,2,2.584962501,3.169925001,1,2.807354922,1.584962501,3.807354922,3.459431619,1,2.321928095,6.491853096,0,3,1,0,3.169925001,0,2.807354922,3.584962501,2.584962501,0,2.321928095,1.584962501,3.169925001,2.807354922,2,2.321928095,2,1.584962501,2,2,2.321928095,1,3,1.584962501,3.584962501,2.321928095,3.169925001,1.584962501,4.459431619,4,0,0,3.169925001,1,0,2.807354922,1.584962501,1,3.321928095,1,1.584962501,2,1.584962501,2,0,1.584962501,2,4.584962501,4,1.584962501,2,2.321928095,2.584962501,2,1.584962501,1.584962501,2,1,1,1,3.169925001,0,2.807354922,1,1,0,0,1.584962501,0,4.459431619,0,3.169925001,0,2,2,3.906890596,1,3,1,2.321928095,0,3,1,1,3
AL590556.3,5.614709844,0,0,0,0,0,0,0,0,0,0,2.584962501,3.169925001,0,0,0,0,0,0,2.321928095,0,2.321928095,0,0,1.584962501,0,2.321928095,0,2.584962501,0,1.584962501,3.807354922,0,0,0,0,6.129283017,1,0,0,0,2.807354922,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.584962501,1,1,1,0,1.584962501,3.807354922,2.584962501,2.321928095,0,0,0,1,0,0,2,2,0,0,0,0,0,0,2.584962501,1,0,0,1,2.584962501,0,0,1,2,0,1.584962501,0,0,0,2.584962501,0,0,0,0,0,1,0,2.321928095,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.754887502,0,2.584962501,1,5,3,0,1,0,0,1.584962501,1,0,1.584962501,3.321928095,0,1.584962501,0,0,1.584962501,0,0,0,1,1,0,0,2.321928095,0,0,2,0,0,0,2,0,2.321928095,0,0,1,3.700439718,3.459431619,0,0,1
LINC01460,1.584962501,2,3.584962501,4.087462841,0,1.584962501,1.584962501,2.321928095,0,3.906890596,2.807354922,1,1.584962501,1,2,1,2.321928095,0,1.584962501,2,2,0,1,2,1.584962501,0,0,1,2,1.584962501,1,0,0,1,6.044394119,4.247927513,2.321928095,2,2,1.584962501,2.321928095,0,1,1.584962501,1.584962501,2.584962501,0,6.686500527,2.321928095,2.584962501,2,2.321928095,2.321928095,3.906890596,3.906890596,2.584962501,2.807354922,2,0,2,2,1,2,4.169925001,2.321928095,5.392317423,1,0,0,1,3.807354922,1,3,2.321928095,4.321928095,1,2.321928095,0,1.584962501,2,2,0,4.392317423,0,1,1.584962501,1.584962501,0,1.584962501,2,1.584962501,2,1,1,3,2.807354922,1.584962501,1,2.321928095,2.321928095,2.584962501,3.700439718,1.584962501,1,2.321928095,1,0,1,1.584962501,1.584962501,1.584962501,1.584962501,1,0,0,1,0,0,2,0,1.584962501,2.321928095,2.321928095,0,2.584962501,1.584962501,1,2,1,1.584962501,2.321928095,2,1.584962501,3,2.321928095,2.321928095,0,1,1.584962501,2,2.321928095,0,0,1.584962501,2,5.169925001,1,1.584962501,0,0,1,0,2.807354922,0,1,1.584962501,1,3.169925001,1.584962501,1,1.584962501,2.807354922,0,1.584962501,2.321928095,0,1,0
AL139147.1,1,3.700439718,1,4.169925001,1,3.906890596,3,1.584962501,3.169925001,0,3.459431619,1,2,2.584962501,3.584962501,3.169925001,1.584962501,2.321928095,3.321928095,2,1,3,3.906890596,3.459431619,1.584962501,1,2.584962501,1.584962501,2.584962501,1,3.321928095,2.584962501,4.087462841,3.700439718,0,1.584962501,2,3.321928095,2.584962501,3,2.807354922,2,2.321928095,2.321928095,2.807354922,3.459431619,0,1.584962501,3.169925001,4.247927513,2.321928095,1.584962501,3,1.584962501,3.584962501,2.584962501,1.584962501,2.807354922,2.321928095,2.584962501,3.906890596,0,0,4.321928095,2,3.807354922,1.584962501,1.584962501,1,1.584962501,3.459431619,3.169925001,2.321928095,3.584962501,4.087462841,0,5.129283017,3.169925001,4.64385619,2.321928095,0,3.169925001,4.64385619,1,4.857980995,1.584962501,0,4.392317423,0,2.321928095,2.584962501,2.807354922,1,3.169925001,2.321928095,3.906890596,0,2.807354922,0,3.584962501,2.807354922,3.169925001,0,3.321928095,3.169925001,3.169925001,1,2.584962501,4.169925001,1.584962501,4.321928095,0,2.807354922,0,1,3.584962501,1.584962501,0,1.584962501,1,1,1.584962501,0,1,1,3.584962501,2.321928095,1.584962501,2,2,3,3.459431619,0,2,2,1,1.584962501,1,3,3.700439718,2,2.584962501,3.321928095,3.321928095,1,3.807354922,1,2.584962501,1,0,1.584962501,2,2,0,4.169925001,2,2,3.169925001,1,1.584962501,2.321928095,1,2.321928095,2,2.807354922,2.584962501,3,3.169925001
AL390066.1,5.882643049,5.781359714,4.754887502,5.129283017,4.700439718,6.906890596,6.754887502,5.554588852,6.781359714,2.321928095,6.64385619,5.129283017,6.918863237,4.247927513,5.906890596,7.768184325,1.584962501,4.392317423,4.95419631,6.87036472,5.285402219,4.392317423,5,5.321928095,6.820178962,6.285402219,5.857980995,5.727920455,4.169925001,6.357552005,5.209453366,6.930737338,3.700439718,4.584962501,5.832890014,5.727920455,6.108524457,5.781359714,5.882643049,5.906890596,4.392317423,5.129283017,5.357552005,5.754887502,5.614709844,3.321928095,3.906890596,5.906890596,6.714245518,4.169925001,7.8008999,6.426264755,5.491853096,5.584962501,7.459431619,5.044394119,6.209453366,6.129283017,4.321928095,5.614709844,5.044394119,6.965784285,4.64385619,7.22881869,7,6.375039431,9.529430554,6.169925001,4.64385619,6.584962501,5.857980995,5.491853096,4.754887502,5.087462841,6.285402219,5.832890014,4,5.044394119,5.357552005,6.554588852,1.584962501,6.375039431,4.247927513,6.375039431,7.118941073,5.930737338,3.584962501,4.64385619,7.366322214,6.930737338,5.426264755,5.426264755,4.906890596,4.95419631,6.321928095,6.50779464,6.087462841,6.569855608,6.50779464,6,7.06608919,2.584962501,6.375039431,6.169925001,5.357552005,5.64385619,4.700439718,4.807354922,7.761551232,5.459431619,0,3.321928095,5.426264755,3.807354922,4.321928095,7.011227255,4.247927513,3.169925001,6.686500527,5.700439718,4.392317423,6.50779464,6.022367813,6.794415866,6.741466986,5.882643049,7.442943496,7.129283017,5.882643049,7.554588852,6.426264755,4.857980995,6.459431619,6.942514505,6.686500527,6.392317423,6.87036472,6.022367813,4.700439718,6.569855608,6,5.285402219,5.614709844,7.139551352,5.727920455,5.087462841,7.294620749,7.409390936,4.584962501,5.857980995,5,5.754887502,6.475733431,5.129283017,5.930737338,5.584962501,5.459431619,8.129283017,5.209453366,4.807354922,5.906890596,6.303780748,5.64385619,6.044394119,6.930737338,4.906890596,6.50779464,5.781359714
AC239809.3,2,2,2.321928095,3,1.584962501,4.087462841,4.584962501,3.169925001,3.700439718,5.129283017,6.62935662,3.321928095,4.459431619,5.754887502,4.247927513,2.807354922,2.321928095,2.321928095,3.321928095,3.169925001,2.807354922,1.584962501,5.129283017,3.807354922,3.906890596,3.169925001,4,3.169925001,3.169925001,3.169925001,2.584962501,3.169925001,3.459431619,3.906890596,4.321928095,2.321928095,3.906890596,4.169925001,4.392317423,3,4,1,6,3.169925001,5,4.523561956,3.321928095,3.459431619,3.459431619,3.169925001,2.807354922,4.321928095,3.321928095,2.807354922,2.321928095,3.584962501,3.584962501,3.169925001,2.807354922,4.169925001,3.807354922,5.247927513,2.321928095,5.129283017,5.209453366,3.584962501,2.321928095,5.554588852,1,1.584962501,4,4.169925001,1.584962501,4.087462841,4,3.169925001,2.807354922,2.584962501,3.906890596,3.700439718,1,3.459431619,2.321928095,2,3.321928095,3,3.321928095,4.523561956,5.426264755,4.523561956,3.169925001,2.807354922,3.169925001,2.807354922,2.584962501,7.098032083,3.807354922,3.459431619,2.807354922,3.169925001,3.459431619,2.807354922,0,4.247927513,4.754887502,3.169925001,3.459431619,3,3.906890596,2.807354922,2.584962501,5.209453366,4.584962501,1,1,3.169925001,3.459431619,2.321928095,3.584962501,3,3.321928095,4.700439718,2.807354922,3.321928095,5.727920455,8.276124405,4.95419631,3.169925001,3.459431619,3,4.169925001,4,3,4,3.459431619,2,3,3,2.321928095,4.584962501,2.807354922,4.392317423,4,4.64385619,6.930737338,2.321928095,2,5.247927513,1.584962501,4.321928095,2.321928095,2.584962501,2.584962501,5.285402219,4.169925001,3.584962501,3.459431619,6.918863237,2,2.584962501,0,2.807354922,4.64385619,3.459431619,3.807354922,2.321928095,3.169925001,2.584962501
AL355538.1,2.321928095,0,0,1.584962501,0,1.584962501,1,2.807354922,0,1,1,2,2.807354922,0,0,1.584962501,0,1,0,2.321928095,0,1.584962501,0,0,2,0,1,2.321928095,0,1,0,2.584962501,0,2,3,1.584962501,2.584962501,0,3.459431619,3,1.584962501,1.584962501,1.584962501,2,3.700439718,1,1,0,3,0,1,2.807354922,3.700439718,1,0,1,2.584962501,2.321928095,0,1.584962501,1,3.700439718,0,1,3.584962501,0,4.169925001,3.584962501,2.321928095,3,2,1,0,0,1,2.321928095,0,0,0,2,0,4.584962501,0,0,1.584962501,2.321928095,0,1,4.64385619,1.584962501,3.169925001,2.321928095,1.584962501,1,3.807354922,0,2.321928095,1,1.584962501,0,2,0,3,1,0,1,1.584962501,0,3.169925001,1,0,2.321928095,2.321928095,1.584962501,3,1,1,1,2.807354922,0,1,3.321928095,1.584962501,3.584962501,4,2,3.700439718,2.584962501,3.906890596,1.584962501,1.584962501,0,1,0,1,0,1,1,0,3,1,2.807354922,2.807354922,0,2,0,0,2.321928095,2.807354922,1.584962501,1,0,0,1,3.807354922,1,1.584962501,3,0,1,0,1.584962501,1.584962501,2.807354922,2.584962501,0,0,0
LINC00628,0,3.321928095,3,2.807354922,2.321928095,1,2,3.321928095,2.321928095,0,1,3.459431619,3.169925001,2,4.906890596,3.700439718,0,1.584962501,3.906890596,4,2.584962501,2.321928095,3.169925001,3,3.700439718,2.584962501,3.321928095,1.584962501,3.169925001,1.584962501,4.459431619,2,2,2,3.700439718,4.321928095,2,2.584962501,2,4.321928095,2.321928095,2.584962501,2.321928095,2.584962501,3,2.321928095,1,1.584962501,4.95419631,2,4.906890596,1,4,3.321928095,3.906890596,4.64385619,2.807354922,3.321928095,3.169925001,1.584962501,3.459431619,5.129283017,1,3.584962501,3.321928095,4.087462841,1.584962501,4.754887502,1,4.321928095,3.321928095,3.700439718,1.584962501,4.247927513,1.584962501,4.584962501,4.087462841,3.321928095,1.584962501,2,2,3.584962501,1.584962501,4.700439718,2.807354922,0,5.044394119,3.321928095,5.977279923,2.321928095,3.906890596,3.906890596,1.584962501,4.807354922,3.169925001,2,3.321928095,3.321928095,3.906890596,1.584962501,3.584962501,3.459431619,3.700439718,3.321928095,3.169925001,3,3,1.584962501,4.087462841,0,0,0,0,3.321928095,3.459431619,2,2.321928095,1,2.584962501,2.584962501,2.807354922,2,3.906890596,2.321928095,4.321928095,2.584962501,3,4.459431619,1.584962501,3.169925001,2.321928095,3.459431619,2.584962501,3.807354922,2.321928095,3.321928095,1,1,1,3.169925001,3.459431619,2,1,3,4.584962501,3.584962501,2.321928095,2.321928095,4.906890596,3.700439718,2.807354922,3.700439718,3.169925001,4,3.584962501,4.700439718,2.584962501,4,1.584962501,1,4.857980995,2.807354922,1,3.459431619,1,1,2,2.584962501
LINC02607,1,0,0,1,0,4,0,0,0,1,3,0,1.584962501,0,2,1.584962501,0,1,0,1,1,0,0,1,1.584962501,1.584962501,1.584962501,2.807354922,2.321928095,3,0,1,0,3.321928095,2,0,0,0,5,0,0,0,1.584962501,3,1,2.321928095,0,0,2,0,1,3.584962501,0,1,3,0,2,0,0,0,0,2,1.584962501,2.321928095,0,2.584962501,0,1,0,1.584962501,0,2.321928095,0,0,1,1.584962501,1.584962501,1,2.807354922,1,0,1.584962501,6.977279923,1,1,0,1.584962501,2,1,1,1.584962501,2.807354922,2.321928095,2.807354922,1,1.584962501,0,1,0,0,0,0,2.584962501,0,0,0,1,2.584962501,2,0,0,0,1,0,0,0,0,1,1,0,0,6.906890596,1,1,0,1.584962501,1,2,3.169925001,0,2.584962501,1,2.321928095,0,3.321928095,1.584962501,0,1.584962501,1,0,1.584962501,0,0,1.584962501,0,1.584962501,1,1,1.584962501,0,0,2.584962501,1.584962501,0,2.807354922,0,0,1,2.807354922,0,0,0,1.584962501,0,2,0,1.584962501,0
