mRNA,TCGA-IB-A6UG-01A,TCGA-3A-A9IU-01A,TCGA-FB-A545-01A,TCGA-IB-AAUQ-01A,TCGA-HV-A5A3-01A,TCGA-IB-7897-01A,TCGA-HV-AA8V-01A,TCGA-HV-A5A5-01A,TCGA-M8-A5N4-01A,TCGA-3A-A9IJ-01A,TCGA-HZ-8637-01A,TCGA-IB-AAUN-01A,TCGA-IB-AAUW-01A,TCGA-IB-7888-01A,TCGA-2L-AAQA-01A,TCGA-RB-A7B8-01A,TCGA-2L-AAQM-01A,TCGA-2J-AABE-01A,TCGA-IB-7889-01A,TCGA-IB-A6UF-01A,TCGA-F2-A8YN-01A,TCGA-F2-A44H-01A,TCGA-YH-A8SY-01A,TCGA-3A-A9IC-01A,TCGA-HZ-A4BK-01A,TCGA-Z5-AAPL-01A,TCGA-H6-A45N-01A,TCGA-HZ-A4BH-01A,TCGA-F2-A7TX-01A,TCGA-Q3-A5QY-01A,TCGA-F2-A44G-01A,TCGA-HZ-A49G-01A,TCGA-HZ-8005-01A,TCGA-HZ-8001-01A,TCGA-LB-A7SX-01A,TCGA-HV-A5A6-01A,TCGA-HZ-8003-01A,TCGA-IB-AAUS-01A,TCGA-HZ-A77P-01A,TCGA-US-A77E-01A,TCGA-IB-7890-01A,TCGA-LB-A9Q5-01A,TCGA-IB-7644-01A,TCGA-2J-AABT-01A,TCGA-2J-AAB1-01A,TCGA-HZ-7920-01A,TCGA-3A-A9IL-01A,TCGA-2J-AABI-01A,TCGA-IB-7647-01A,TCGA-IB-A5SS-01A,TCGA-S4-A8RO-01A,TCGA-IB-A5ST-01A,TCGA-HZ-7918-01A,TCGA-XD-AAUI-01A,TCGA-IB-AAUO-01A,TCGA-PZ-A5RE-01A,TCGA-2J-AABA-01A,TCGA-HV-A5A4-01A,TCGA-3A-A9IZ-01A,TCGA-XD-AAUL-01A,TCGA-IB-7886-01A,TCGA-S4-A8RM-01A,TCGA-HZ-A49H-01A,TCGA-HZ-8636-01A,TCGA-IB-AAUU-01A,TCGA-IB-7885-01A,TCGA-2J-AABO-01A,TCGA-HZ-A8P1-01A,TCGA-2J-AABV-01A,TCGA-US-A77G-01A,TCGA-US-A774-01A,TCGA-HZ-7919-01A,TCGA-2J-AABU-01A,TCGA-IB-7651-01A,TCGA-HZ-8315-01A,TCGA-2L-AAQL-01A,TCGA-IB-7893-01A,TCGA-FB-A7DR-01A,TCGA-FB-AAPS-01A,TCGA-IB-AAUP-01A,TCGA-3A-A9IS-01A,TCGA-3A-A9I7-01A,TCGA-2J-AABP-01A,TCGA-HV-A7OL-01A,TCGA-F2-6879-01A,TCGA-FB-A4P6-01A,TCGA-HV-A7OP-01A,TCGA-HZ-7922-01A,TCGA-FB-AAPU-01A,TCGA-3A-A9IX-01A,TCGA-HZ-8317-01A,TCGA-3A-A9J0-01A,TCGA-FB-A4P5-01A,TCGA-3E-AAAZ-01A,TCGA-3E-AAAY-01A,TCGA-H6-8124-01A,TCGA-2L-AAQI-01A,TCGA-HZ-A8P0-01A,TCGA-3A-A9I5-01A,TCGA-YB-A89D-01A,TCGA-2J-AABH-01A,TCGA-IB-7646-01A,TCGA-US-A776-01A,TCGA-IB-A5SO-01A,TCGA-FB-AAQ0-01A,TCGA-RB-AA9M-01A,TCGA-IB-A5SP-01A,TCGA-HZ-A77Q-01A,TCGA-IB-7654-01A,TCGA-3A-A9IN-01A,TCGA-3A-A9IV-01A,TCGA-3A-A9IR-01A,TCGA-IB-AAUV-01A,TCGA-HZ-7289-01A,TCGA-FB-AAPP-01A,TCGA-IB-A7LX-01A,TCGA-IB-A7M4-01A,TCGA-3A-A9IO-01A,TCGA-US-A779-01A,TCGA-2L-AAQE-01A,TCGA-FB-AAQ6-01A,TCGA-2J-AABK-01A,TCGA-HV-AA8X-01A,TCGA-IB-AAUM-01A,TCGA-H8-A6C1-01A,TCGA-F2-7273-01A,TCGA-FB-AAPY-01A,TCGA-FB-A78T-01A,TCGA-IB-8126-01A,TCGA-Q3-AA2A-01A,TCGA-HZ-8002-01A,TCGA-IB-A5SQ-01A,TCGA-HZ-A49I-01A,TCGA-HZ-7926-01A,TCGA-IB-AAUR-01A,TCGA-FB-A5VM-01A,TCGA-FB-AAQ3-01A,TCGA-2J-AABR-01A,TCGA-XN-A8T5-01A,TCGA-IB-8127-01A,TCGA-3A-A9IH-01A,TCGA-XD-AAUG-01A,TCGA-IB-7891-01A,TCGA-HZ-7925-01A,TCGA-2L-AAQJ-01A,TCGA-IB-7887-01A,TCGA-FB-AAQ1-01A,TCGA-S4-A8RP-01A,TCGA-FB-AAPQ-01A,TCGA-YY-A8LH-01A,TCGA-HZ-A77O-01A,TCGA-FB-AAPZ-01A,TCGA-FB-AAQ2-01A,TCGA-LB-A8F3-01A,TCGA-IB-7645-01A,TCGA-HZ-A9TJ-01A,TCGA-2J-AAB6-01A,TCGA-2J-AABF-01A,TCGA-XD-AAUH-01A,TCGA-2J-AAB9-01A,TCGA-OE-A75W-01A,TCGA-2J-AAB4-01A,TCGA-IB-7652-01A,TCGA-3A-A9I9-01A,TCGA-XN-A8T3-01A,TCGA-IB-7649-01A,TCGA-2J-AAB8-01A,TCGA-3A-A9IB-01A
UCA1,5.554588852,12.19660213,12.33511117,7.768184325,9.906890596,4.087462841,7.169925001,9.008428622,9.529430554,2.321928095,5.807354922,9.881113961,9.353146825,4.392317423,6.882643049,5.129283017,0,8.252665432,7.686500527,8.174925683,9.810571635,4,7.554588852,6.426264755,7.442943496,8.784634846,6.942514505,7.754887502,7.636624621,5.781359714,8.417852515,8.129283017,11.65015421,8.303780748,10.33873638,5.700439718,6.459431619,8.113742166,6.247927513,9.162391329,8.339850003,5.357552005,6.321928095,5.807354922,4.523561956,6.209453366,3.459431619,3.807354922,7.108524457,11.00140819,5.906890596,4.95419631,5.209453366,11.7874945,10.1711768,10.34096276,7.64385619,7.108524457,6.686500527,11.10459875,9.082149041,6.108524457,4,8.06608919,6.459431619,9.164906927,6.700439718,6.303780748,4.392317423,7.303780748,8.985841937,10.19105921,8.77478706,13.85749509,10.29001885,6.714245518,11.23840474,10.58402294,8.174925683,7.189824559,1,8.214319121,1,5.614709844,6.807354922,7.577428828,8.339850003,9.312882955,7.266786541,9.184875343,8.321928095,2.807354922,6.426264755,4.807354922,6.14974712,8.939579214,6.882643049,7.6794801,8.383704292,6.672425342,8.531381461,11.18982456,0,7.707359132,8.787902559,11.509775,8.573647187,5.614709844,6.357552005,0,1,1,4.64385619,4,2.807354922,7.936637939,9.457380879,2.807354922,8.592457037,10.11504365,6.658211483,7.491853096,8.581200582,5.700439718,6.930737338,9.424166289,9.726218159,6.22881869,4.754887502,6.491853096,8.392317423,9.642051693,8.463524373,11.35038674,5.930737338,7.700439718,8.262094845,8.335390355,8.696967526,10.18611424,5.857980995,7.409390936,8.271463028,10.03617361,7.714245518,9.509775004,13.08397787,7.392317423,6.266786541,7.74819285,5.584962501,10.96072599,11.80413102,5.321928095,9.509775004,5.285402219,11.30320995,10.13057056,3.807354922,5.95419631,4.459431619,7.761551232,6.247927513,7.930737338,7.741466986,8.027905997,7.554588852,8.74819285
TRIM29,11.90951811,14.16207657,12.29576893,14.27357708,12.30919211,10.89784546,13.41996018,10.74903138,13.77591887,0,12.70563239,14.25591375,9.28771238,12.33594857,13.46275787,12.69152544,1,13.58883173,14.16671231,13.53491077,14.91755856,9.266786541,13.56092985,13.13667076,11.81097322,12.23511671,11.81698362,14.97727992,12.09242682,12.54206454,13.54411923,13.21992477,14.45744501,14.20158792,14.76393851,12.77375737,11.32192809,12.15133372,11.80211242,13.89671082,14.14425992,11.94251451,13.76704643,12.31995431,14.48192554,10.98370619,6.129283017,15.05507056,13.65284497,13.28467953,12.68562484,13.2137118,7.845490051,11.74735383,14.18688801,14.71365501,12.79786414,13.18456545,11.47775827,14.85360196,13.51816136,9.804131021,9.873444113,14.2772874,12.58590145,14.36959735,12.9674064,9.273795599,8.434628228,14.215533,13.36809717,14.43534471,13.82982182,12.64633369,13.92119009,13.34040649,11.3376219,11.96614491,12.21947107,12.48104257,1,14.0721326,2,14.45140432,13.93626986,11.67595703,10.81858218,13.22505677,12.16427844,12.26532202,11.17804233,14.19098208,12.60084211,14.46728712,13.15624112,13.6972934,14.07823422,12.43175875,9.257387843,13.68409111,13.62399577,14.24599828,6.022367813,14.44320258,12.53527538,11.93663794,14.97064518,13.16223396,14.86916004,4.247927513,2.584962501,1,8.463524373,11.08812569,5.459431619,14.12622048,15.27841316,4.700439718,14.75843144,14.39967847,11.16302064,11.49485558,14.67286728,10.26561505,11.48683502,9.658211483,12.73724734,10.98726401,8.113742166,10.95419631,9.749869427,11.6343573,13.3394325,13.33664602,12.10263189,14.98628649,13.12912199,12.07079181,12.12412131,14.32319553,15.42917787,9.868822555,11.55506839,14.34575174,14.51317242,14.40341153,14.70033134,11.21310422,11.42048661,12.7807448,12.58284763,13.39687232,15.4437206,7.982993575,10.83683936,10.83051521,14.00132022,11.83130724,11.47015044,12.5557874,14.09589146,14.72499339,15.03681753,13.58061189,9.54689446,11.1221809,12.41415668,12.73492127
ALPP,8.997179481,7.592457037,8.194756854,8.204571144,5.584962501,1.584962501,1.584962501,3.321928095,4.247927513,0,3.906890596,8.942514505,2,0,4.087462841,1.584962501,0,5.930737338,6.442943496,10.52552081,5.169925001,1,8.044394119,3.906890596,2,3.584962501,4.64385619,8.294620749,6.209453366,6.942514505,6.209453366,5.781359714,6.392317423,4.64385619,9.743151394,7.864186145,2.584962501,7.523561956,4.087462841,6.882643049,6.539158811,4.247927513,4.247927513,5.459431619,3.169925001,0,0,4.906890596,3.807354922,6.942514505,5.807354922,7.108524457,1,7.813781191,3.906890596,5.129283017,9.194756854,4.321928095,4.754887502,9.13442632,10.02375435,1.584962501,2,2.807354922,5.426264755,3.169925001,4.700439718,4.906890596,4.321928095,2,5.523561956,6.392317423,6.491853096,5.321928095,8.224001674,4.64385619,5.832890014,3,2.807354922,7.06608919,0,5.523561956,0,4.247927513,8.836050355,6.894817763,1.584962501,7.826548487,2.321928095,6.95419631,6.807354922,7.417852515,6.741466986,5.209453366,3.807354922,6.672425342,7.426264755,4,2,3.584962501,2.321928095,7.942514505,4.321928095,3.169925001,6.06608919,9.022367813,1.584962501,3.321928095,1,1,0,0,0,3.807354922,1,8.997179481,6.459431619,0,0,10.00982862,6.22881869,2.807354922,5.672425342,1.584962501,4.392317423,0,5.857980995,0,1.584962501,1,6.108524457,3,2,9.37286506,3.584962501,7.357552005,6.266786541,1.584962501,8.22881869,11.75028827,2,1,2.321928095,7.876516947,4,4.087462841,8.499845887,5.209453366,1.584962501,8.033423002,3.169925001,9.285402219,13.97620609,0,0,3.807354922,6.857980995,8.97441459,3,0,8.055282436,1.584962501,3,4.392317423,3,4.523561956,6.266786541,0
LYPD2,2,2.584962501,3.906890596,7.523561956,10.99506047,0,6.918863237,2,2,1.584962501,6.672425342,3.169925001,2.584962501,0,3.807354922,1.584962501,2.584962501,6.426264755,6.539158811,6.044394119,9.447083226,1,9.17990909,11.17305246,1.584962501,6.727920455,5.700439718,12.32333629,3,7.982993575,8.588714636,3,0,3.459431619,12.29433356,5.832890014,9.084808388,3.169925001,4.321928095,4.087462841,8.164906927,6.409390936,12.37095979,5.554588852,3.459431619,1,2.321928095,3,5.209453366,2.321928095,7.971543554,7.95419631,0,5.727920455,6.426264755,6.857980995,0,5.321928095,4.857980995,4.169925001,1,1.584962501,6.129283017,6.266786541,3.700439718,5.392317423,6.303780748,0,1.584962501,6,8.857980995,6.658211483,9.348728154,5.169925001,6.169925001,4.807354922,5.523561956,0,3.321928095,4.087462841,0,5.930737338,0,6.727920455,2,4.459431619,0,13.35961231,4.95419631,8.30833903,5.554588852,7.672425342,8.936637939,2,3,5.491853096,4.459431619,6.658211483,1.584962501,4.321928095,1.584962501,8.266786541,0,2.807354922,5.584962501,8.459431619,5.672425342,5.491853096,0,1.584962501,0,0,1.584962501,0,0,6.303780748,6.357552005,1.584962501,8.515699838,2.807354922,1.584962501,1,6.108524457,1,5.977279923,0,7.044394119,1.584962501,0,1.584962501,4.392317423,2,2.807354922,1.584962501,0,12.15797845,10.08746284,0,1,1.584962501,8.54689446,5.523561956,2.321928095,7.383704292,4.392317423,9.661778098,2,1.584962501,0,5.781359714,7.924812504,2.321928095,8.744833837,0,2.807354922,4.459431619,9.434628228,7.459431619,4,3.169925001,8.569855608,8.022367813,2.321928095,11.75070699,1.584962501,6.022367813,5.209453366,2.321928095
PLA2G2F,1.584962501,6.392317423,3.700439718,3,7.392317423,1,7,4.523561956,4.247927513,0,3.169925001,1,1.584962501,0,4.807354922,0,1,6.266786541,5.781359714,4.700439718,6.930737338,5.857980995,5.95419631,5.392317423,6,5.614709844,7.707359132,4.321928095,7.95419631,1.584962501,7.721099189,6.392317423,3.700439718,0,8.294620749,4.95419631,6.727920455,5,5.169925001,4.807354922,1.584962501,0,7.022367813,3.169925001,3.459431619,1,0,1,9.079484784,2,1.584962501,7.727920455,0,4.95419631,0,8.499845887,0,6.832890014,2.321928095,5.727920455,5.584962501,0,1.584962501,6.14974712,7.247927513,5.247927513,3,4.95419631,3.906890596,6.357552005,2,8.339850003,7.06608919,2.321928095,6.714245518,4.700439718,1,4.700439718,4.523561956,3.906890596,0,3,0,9.964340868,4.523561956,0,2.584962501,7.17990909,6.965784285,6.599912842,5.129283017,3.584962501,0,6.209453366,5.169925001,5.523561956,9.479780264,3.459431619,3.321928095,8.640244936,1,0,0,5.392317423,6.266786541,2.321928095,7.330916878,6.06608919,9.815383296,1,0,1,0,6.658211483,0,6.584962501,3.321928095,0,3.807354922,7.614709844,7.475733431,6.832890014,5.285402219,1,7.129283017,0,8.30833903,6.14974712,1,4.754887502,1,1.584962501,2.584962501,3.169925001,2.584962501,3.700439718,4.584962501,3,0,7.375039431,6.491853096,2,4.321928095,7.826548487,6.584962501,5.857980995,0,4.95419631,2.807354922,7.169925001,2,1.584962501,4.321928095,1,5.584962501,1,10.18611424,5.906890596,0,0,4.247927513,4.906890596,0,7.882643049,3.906890596,2.321928095,5.169925001,4.754887502
MUC17,1,4.459431619,10.08613623,11.53186878,10.61010206,7.839203788,5.781359714,10.91438513,11.64610864,0,11.40247917,8.599912842,7.523561956,12.61217739,13.12476754,11.88607758,1,7.22881869,7.392317423,4.584962501,8.405141463,2.807354922,11.10197567,6.321928095,12.03686045,9.509775004,11.20579325,14.14290479,4.321928095,8.005624549,11.77602172,11.17617315,4.754887502,5.247927513,5.392317423,3,10.89784546,9.37286506,9.902375114,13.88006177,11.5526691,10.1959873,13.94242287,12.76694294,13.31160642,5.285402219,0,0,15.31079027,3.459431619,11.21006248,12.26414934,3.169925001,10.71338651,8.430452552,11.58918297,2.584962501,13.09308739,4,10.34762137,14.84499992,14.40660363,4.754887502,13.61827078,12.60686784,11.56843119,8.451211112,12.32249154,3,13.54665335,12.64835758,13.97513146,9.21916852,14.46377979,10.86805085,10.73724734,5.209453366,10.23720996,9.403012024,11.49085088,0,13.66899575,0,11.01820018,14.069198,10.86727874,3.906890596,10.66533592,15.20506775,8.515699838,11.43358544,10.08878824,8.335390355,9.497851837,10.58871464,8.290018847,12.53381639,3,2.807354922,12.07414146,11.69653291,7.426264755,5,11.02236781,13.11113567,5.357552005,13.70994538,9.057991723,14.3298664,1,0,0,8.13442632,9.776433032,11.45018025,3.807354922,11.2997804,0,11.84705735,8.82336724,9.605479518,13.00842862,13.50481899,7.46760555,11.01402047,9.197216693,10.80009099,12.03686045,5.672425342,8.487840034,4.087462841,4.169925001,5.832890014,11.02859678,7.948367232,1,8.299208018,2.807354922,6.906890596,13.55961609,4.64385619,7.076815597,10.25148241,14.29447716,11.92444139,7.108524457,9.049848549,10.49984589,11.17492568,11.31910758,8.962896005,9.095397023,8.857980995,1,13.56736196,10.83130724,7.721099189,12.10623576,9.250298418,9.147204925,9.103287808,12.99612036,7.238404739,10.60547952,0,9.523561956,10.5372184,10.23840474
PSAPL1,1,2.807354922,0,2.807354922,8.124121312,4.754887502,3.321928095,5.321928095,6.491853096,0,8.055282436,5.584962501,6.022367813,6.409390936,7.95419631,2.807354922,0,2.321928095,6.977279923,1,5.169925001,4.087462841,5.906890596,3,5.977279923,6.169925001,6.044394119,4.321928095,0,2.584962501,8.108524457,5,4,4.584962501,7.672425342,0,5.044394119,7.417852515,6.845490051,2,3.459431619,6.475733431,10.2467406,7.531381461,6.658211483,4,0,7.06608919,9.25502857,1,4.584962501,3.584962501,7.426264755,6.754887502,4.523561956,7.499845887,1.584962501,3.906890596,7.055282436,11.47826403,10.4325419,12.20945337,8.21916852,6.339850003,10.68035952,7.820178962,4.906890596,10.62296694,7.50779464,11.43097517,5.247927513,6.686500527,3,5.459431619,5.64385619,6.857980995,3,2,2,2.807354922,0,2.321928095,0,7.539158811,12.72792045,1,6.523561956,9.121533517,11.97477307,3,9.182394353,7.098032083,6.459431619,7.924812504,6.321928095,2.321928095,5.977279923,5.321928095,0,9.95419631,0,5.285402219,6.700439718,6.930737338,8.640244936,5.044394119,9.682994584,2,11.98761931,0,0,1,0,9.294620749,0,1,2,0,9.30833903,1.584962501,7.857980995,7.257387843,11.17180229,4.321928095,7.189824559,5.807354922,9.424166289,8,3.321928095,5.700439718,2.321928095,2.807354922,2.321928095,8.326429487,0,3.807354922,7.087462841,5.781359714,3.459431619,7.994353437,3.700439718,3.169925001,7.033423002,7.857980995,11.88874325,6,0,8.22881869,8.651051691,9.503825738,9.285402219,5.882643049,4.321928095,6.303780748,9.348728154,6.781359714,1,8.396604781,4.392317423,4.754887502,8.820178962,6,10.46862404,2.807354922,0,7.033423002,6.22881869,0
KRT6A,8.558420713,10.61746747,7.515699838,14.87718826,12.80211242,10.59058705,10.25974326,9.147204925,10.5137276,0,6.857980995,12.98495243,6.22881869,2.321928095,12.48255589,3.906890596,0,11.56890615,12.52331691,14.32748247,11.99152185,8.531381461,13.84431346,7.17990909,11.48633225,8.539158811,10.30720081,12.70065645,10.63208641,11.36084708,11.8181827,10.52845411,15.02591816,11.62798978,11.45429929,7.820178962,5.832890014,12.43671154,8.665335917,9.269126679,14.18766137,11.10787091,8.321928095,4.807354922,5.672425342,10.42731284,6.426264755,10.16239133,4.906890596,12.59968043,14.76264157,11.15228484,6.392317423,12.14082977,11.88455213,10.36850646,6.977279923,9.794415866,8.810571635,13.25989035,10.91363743,3.807354922,6.672425342,10.21067134,9.060695932,10.39660478,13.21097568,11.78299821,6.87036472,6.375039431,9.829722735,10.54689446,11.66266838,3.807354922,10.03204573,5.169925001,10.40939094,5.247927513,8.335390355,7.276124405,1,13.9800503,3,10.66444728,11.43045255,9.044394119,0,9.977279923,5.832890014,8.721099189,13.21644274,9.948367232,11.0409746,10.71681946,8.413627929,13.04268537,13.712527,8.076815597,5.832890014,10.39767463,5.321928095,13.10066234,0,6.62935662,7.906890596,9.124121312,8.661778098,9.346513733,8.909893084,0,0,1,8.276124405,2.807354922,0,14.71386977,16.00125424,0,2.321928095,11.64925618,6.672425342,8.991521846,5.700439718,5.857980995,7.383704292,8.113742166,9.722807531,9.573647187,7.06608919,9.724513853,12.05324713,9.095397023,9.121533517,9.54689446,10.32418055,16.52909498,9.33315535,11.78176951,1,14.95896045,12.78871833,8.864186145,6.523561956,11.54351522,7.366322214,11.24792751,12.44035012,6.686500527,6.523561956,9.744833837,15.11174699,11.39178061,17.35259523,8.558420713,4,3,15.62282399,11.97620609,5.044394119,12.57790084,12.17897601,7.523561956,11.80534083,9.815383296,12.11276528,9.77478706,8.413627929,12.09440763
IGFL1,8.939579214,2,3,9.83447105,4.392317423,3.321928095,4.087462841,0,1.584962501,2,3.584962501,7.366322214,1,1.584962501,5.807354922,0,2.321928095,4,4.523561956,1.584962501,6.14974712,0,8.751544059,2.584962501,1.584962501,3.807354922,3.584962501,9.700439718,2.807354922,5.95419631,5.882643049,4.169925001,7.74819285,5.672425342,7.73470962,1,3.584962501,3.700439718,1.584962501,3,1.584962501,5.906890596,6.569855608,2.321928095,1,0,2.321928095,3.906890596,2.584962501,1,0,2.321928095,1,9.30833903,8.784634846,4.523561956,0,1,1.584962501,6.475733431,7.312882955,0,0,4.754887502,3.321928095,5.392317423,5.977279923,1,2.807354922,1.584962501,5.426264755,4.459431619,4.906890596,1,5.459431619,1.584962501,2.807354922,1,4.392317423,4.321928095,0,7.948367232,0,4.95419631,2.807354922,5.129283017,0,6.044394119,2.321928095,4,8.124121312,7.888743249,3.584962501,8.366322214,3.807354922,5.977279923,3.321928095,0,1,5.491853096,2,0,0,0,4,6.768184325,3.459431619,2,6.569855608,4.087462841,2,1,0,0,0,5.700439718,7.918863237,0,1,7.994353437,0,3.459431619,5.209453366,1,4,0,3.459431619,5.584962501,0,1,6.266786541,0,0,0,0,10.21310422,5.459431619,2,8.686500527,3.169925001,6.087462841,2.321928095,5.321928095,4.700439718,1.584962501,6.321928095,1,1,0,2.807354922,11.58167136,4.321928095,4.459431619,0,3.321928095,2.321928095,10.85564717,3.700439718,5.357552005,8.339850003,6.189824559,1,5.614709844,4.392317423,0,3,5.285402219,2.584962501
ARX,5.247927513,5.285402219,3.584962501,8.199672345,2,9.361943774,5.459431619,6.894817763,2,3.459431619,8.426264755,4.321928095,8.632995197,7.54689446,3.906890596,5.129283017,12.49685378,6.539158811,6.491853096,4.857980995,2.321928095,5.700439718,3,3,4.95419631,4.906890596,6.794415866,6.87036472,7.294620749,3.169925001,2.321928095,4.523561956,5,8.936637939,4.906890596,2.584962501,7.442943496,4.807354922,6.965784285,4.247927513,7.169925001,5.169925001,4.169925001,0,5.392317423,11.04439412,13.18858885,2.584962501,8.353146825,4.754887502,7.303780748,4.584962501,5.977279923,7.118941073,5.857980995,6.285402219,3,6.845490051,0,5.554588852,5.169925001,7.727920455,8.353146825,7.17990909,6.599912842,5.64385619,6.22881869,7.357552005,4.857980995,7.491853096,5.614709844,6.392317423,0,6.108524457,6.700439718,9.076815597,4.906890596,5.129283017,5.584962501,7.044394119,12.5526691,6.832890014,1.584962501,6.599912842,2.807354922,5.459431619,7.584962501,5.209453366,3.700439718,9.273795599,3,2.807354922,6.554588852,5.044394119,7.312882955,6.672425342,8.299208018,7.50779464,7.882643049,8.654636029,7.266786541,1,8.405141463,7.754887502,6.409390936,8.442943496,6.857980995,2.321928095,7.011227255,13.56890615,12.91755856,0,8.936637939,8.154818109,10.25148241,3,6.554588852,12.80896417,6.303780748,2.584962501,7.400879436,9.060695932,5.807354922,6.832890014,5.614709844,8.566054038,7.189824559,6.491853096,7.754887502,1,6.584962501,9.932214752,5.554588852,3.459431619,6.357552005,6.95419631,4,6.044394119,7.900866808,5.977279923,7.491853096,8.357552005,6.50779464,5.129283017,3.321928095,1.584962501,5.426264755,7.17990909,6.714245518,8.060695932,4,5.754887502,8.092757141,5.169925001,7.451211112,6.189824559,7.924812504,8.087462841,8.84862294,5.459431619,7,7.392317423,7.303780748,8.636624621,6.129283017,5.906890596,5.426264755,3.459431619
VGLL1,8.933690655,11.21310422,8.794415866,7.741466986,10.18735207,4.95419631,6.95419631,6.108524457,4.807354922,1,9.002815016,10.55458885,8.14974712,3.321928095,9.144658243,6.14974712,0,8.357552005,9.519636253,7.087462841,9.583082768,3.906890596,8.714245518,7.971543554,7.475733431,4.087462841,6.918863237,8.276124405,10.65553072,7.400879436,7.257387843,5.554588852,6.375039431,9.764871591,10.25974326,9.068778278,5.807354922,7.189824559,6.965784285,6.285402219,7.491853096,5,5.977279923,2.321928095,6.06608919,5.672425342,4,10.6794801,5.672425342,10.60084211,6.554588852,4.64385619,5.700439718,7.820178962,8.317412614,8.912889336,10.95927751,4.64385619,7.451211112,8.523561956,6.285402219,5.832890014,4.700439718,8.098032083,8.636624621,8.271463028,7.636624621,7.098032083,6.044394119,4.754887502,7.64385619,6.266786541,8.209453366,5.087462841,10.357552,6.882643049,10.35974956,7.882643049,3.584962501,3.700439718,0,9.063395081,1,5.781359714,5.754887502,6.569855608,0,8.113742166,5.754887502,10.38154295,6.64385619,7.794415866,6.375039431,8.475733431,5.857980995,8.487840034,10.00140819,5,3.906890596,6.523561956,8.174925683,8.618385502,7.266786541,5.392317423,3.906890596,10.95419631,5.357552005,6.584962501,4,0,2,0,5.285402219,6.768184325,0,11.35314683,7.266786541,4.584962501,7.129283017,10.97871046,7.375039431,7.888743249,4.459431619,5.523561956,6.06608919,7.330916878,8.299208018,5.614709844,5.781359714,8.375039431,7.451211112,6.700439718,7.400879436,9.315149562,7.845490051,8.997179481,9.269126679,7.826548487,9.495855027,10.37177664,8.77807713,5.700439718,7.257387843,6.686500527,8.820178962,9.290018847,8.13442632,9.321928095,4,9.008428622,7.820178962,7.960001932,9.756556323,4.807354922,5.523561956,5.169925001,9.727920455,8.038918989,9.503825738,5.754887502,8.339850003,6.894817763,7.033423002,7.022367813,5.614709844,6.857980995,5.672425342,5.169925001
COX6B2,9.73809226,11.93442804,10.91886324,9.162391329,9.971543554,5.285402219,9.28771238,5.781359714,10.24317398,4.321928095,8.087462841,9.142107057,4.169925001,6.189824559,8.569855608,5.321928095,8.682994584,7.794415866,7.491853096,9.294620749,9.400879436,4,8.405141463,8.14974712,7.700439718,8.982993575,7.721099189,8.169925001,6.781359714,7.515699838,9.497851837,9.517669388,8.224001674,9.098032083,10.4419067,9.116343961,6.409390936,7.022367813,6.108524457,9.717676423,8.971543554,7.294620749,7.266786541,7.459431619,6.06608919,6.087462841,5.357552005,6.894817763,9.344295908,7.977279923,5.584962501,7.971543554,3.459431619,7.977279923,8.845490051,9.618385502,7.948367232,7.442943496,7.294620749,9.383704292,9.189824559,2.807354922,4.95419631,7.714245518,7.77478706,7.348728154,7.77478706,4.321928095,2.584962501,5.523561956,7.06608919,9.759888183,8.375039431,8.28077077,9.052568051,6.209453366,6.22881869,2.807354922,8.768184325,7.714245518,3.459431619,8.982993575,5.129283017,10.62753388,7.209453366,6.977279923,3.169925001,8.422064766,6.62935662,7.011227255,6.807354922,5.392317423,7.129283017,5.614709844,7.845490051,11.01889562,6.820178962,5.807354922,3.700439718,7.707359132,9.214319121,7.055282436,4.169925001,10.21674586,10.36741475,6.475733431,8.820178962,7.483815777,6.988684687,5.209453366,5.044394119,3.459431619,4.321928095,5.044394119,1,9.967226259,9.216745858,3.584962501,7.888743249,9.357552005,5.882643049,5.977279923,8.721099189,3.584962501,9.517669388,4.754887502,8.14974712,6.459431619,3.459431619,7.238404739,6.392317423,7.238404739,9.108524457,7.807354922,5.672425342,8.129283017,8.312882955,6.392317423,7.076815597,9.717676423,10.82336724,5.129283017,5.930737338,8.388017285,8.174925683,7.813781191,9.605479518,5.930737338,4.754887502,8.271463028,8.049848549,8.980139578,11.51717725,3.459431619,8.159871337,7.768184325,11.99964774,9.73978061,6,6.087462841,7.266786541,10.36194377,4.95419631,9.250298418,9.182394353,4.95419631,7.77478706,9.292321633
